id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
yVVAuPZx3yanNQelpCoQcr,Static Violin,Immortal Chasm,ctGMxVFmQBGtLAIu5Jrd6E,['Primal Screamers'],['3iytsmJVcwMqIJLV4jeKcz'],1,1,False,0.103,0.820,4,-14.476,0,0.0927,0.3701,0.019090,0.204,0.338,147.173,209325,4.0,1993,1993-06-16
zP218gLkdlaTFlAM06Wwxa,Bleeding Sunsets,Doomed Melodies,nbx6pEmvlkKllQP580oiU3,['Cybernetic'],['TeNSiuOgUBFPG5b0yKiH3U'],3,1,True,0.436,0.752,7,-3.848,0,0.1837,0.6988,0.020025,0.321,0.408,165.394,159937,4.0,2015,2015-01-11
C2CAMvRPN9psxGDTAYRhHr,Public Town,Atomic Empire,vteoyavPk7SwIophCAo12l,['Twisted Sister'],['FEDQmc51S0v6nreiGOoiI6'],13,1,True,0.646,0.588,6,-11.581,1,0.3158,0.4439,0.051768,0.246,0.341,115.209,235489,4.0,2002,2002-01-26
3JpHfdyxhR3T4K3ibOa8ts,Crimson Pilot,Golden Planet,N2GgbaqGjrXW9CA59pWBIa,['Omega Point'],['VLG6irCZjZZxEAX4OEwvj5'],10,1,False,0.279,0.409,6,-12.871,1,0.0813,0.6863,0.056926,0.486,0.677,102.742,198310,4.0,1984,1984-12-06
EU0cgwVPzaE7pvjCsv56O1,Stormy Echoes,Vapor Illusion,5fAYgsddor5mSjhx7gYLmL,['Luna Sparks'],['ETV6PaDlaGQko5aPiOFlAh'],8,1,True,0.673,0.809,6,-5.582,1,0.0605,0.6814,0.073822,0.458,0.866,163.173,196535,4.0,1996,1996-12-27
NPr3l4oulIjNsDUnTxwDuA,Monochrome Illusion,Ethereal Corridor,JQZBVCRJemiTpSXdMGt3bj,['Terminal Velocity'],['H5Wk1RvvZDJ9MpLn8xZoOO'],6,1,False,0.853,0.755,4,-3.006,1,0.0316,0.6080,0.011791,0.070,0.444,153.363,150540,4.0,1984,1984-03-02
nXttVSgroulnVqd7ZD0KId,Brutal Sanctuary,Analog Canyon,5nAksuj40UctM5J2w7wfsP,['Electric Dreams'],['WUW3fWLv8RjI9ZDqcDJE5f'],1,1,False,0.849,0.912,10,-6.149,0,0.0917,0.7921,0.019781,0.061,0.774,117.730,239263,4.0,1989,1989-08-07
eZ5GnOSs3hEgsiFf3EyrgJ,Brutal Enigma,Synthetic Radar,Jezhk6l6KNePbPl1FogTUX,['Time Travelers'],['CiCFwB4aSMER1wVk1n8fBh'],9,1,True,0.844,0.520,5,-6.450,0,0.3977,0.2312,0.080543,0.331,0.658,176.804,200158,4.0,2007,2007-03-26
ZcHYPNDa5FXkYG7JR0DN5L,Bleeding Void,Burning Artifact,BLXZ13C8ckirI7FUgIjB2I,['Neon Samurai'],['R9Zs9kDE5OXcyWf8cFqK79'],11,1,True,0.294,0.943,1,-11.492,1,0.2188,0.4017,0.094741,0.339,0.303,158.564,249296,4.0,1996,1996-04-15
9DBmR14W8SqjWS4l6eRrmw,Dull Planet,Sullen Pulse,kegsbmV9ncLyMmxRG4t6nO,['The Seers'],['Wp9aSZREVAqB0RvTZi5ueS'],7,1,True,0.512,0.771,1,-11.129,0,0.0578,0.7771,0.035789,0.223,0.276,83.339,284042,4.0,1970,1970-05-08
6K6f1AXfaBDR3r71FEVSSZ,Solitary Wall,Industrial Nomad,5D3wVgduKjEONFYut646X7,['Tectonic'],['wf99reZHEeUHaxvBpDs3cF'],8,1,True,0.335,0.629,3,-10.793,1,0.3324,0.5366,0.040023,0.105,0.366,97.396,207751,4.0,1980,1980-03-13
sV7fjyhJDwRL4eXEPrJkJW,Dense Nights,Obsidian Whisper,xQHOjfKJcAnhqWfXprTECV,['The Soundscapes'],['rkjGb0ysXvJoK0ReI3m5jc'],13,1,False,0.258,0.879,10,-6.590,0,0.2188,0.1083,0.060082,0.217,0.201,123.799,283815,4.0,2014,2014-11-25
tWR9XEEGoldw7qUdGW3OHg,Faded Turbine,Velvet Talon,70IhHqZJdQp5ZLJlZ5WA1b,['Frequency Shifters'],['1UFF0IeHyjHFQW3yqgOdly'],8,1,True,0.464,0.925,10,-8.680,1,0.1279,0.6246,0.098586,0.272,0.838,115.422,254857,4.0,1986,1986-05-08
cZdSDz6zv41da7rHFeyqft,Electric Village,Distant Space,SxQGEfMiKzFvRTsXQoaPP8,['Wandering Souls'],['XEPmsMaVD0TcHfHdMbabU2'],10,1,True,0.657,0.416,2,-12.055,1,0.2871,0.7374,0.034515,0.264,0.578,153.885,218246,4.0,2007,2007-05-18
E2Wab7B57CPeaYkQ3yjpZm,Tough Streets,Manic Kingdom,PXSWg45RzJTTt2a25hCUKn,['Vaporwave Surfers'],['04B40trZfE45ik9n964cav'],2,1,False,0.782,0.926,6,-5.095,1,0.2205,0.5099,0.052519,0.053,0.838,119.573,276773,4.0,1972,1972-07-27
YolivoIThvbdaPkmXbxhe9,Infinite Days,Solitary Labyrinth,rYBZ8QNnQtbAZWwqxdjZHJ,['Crimson Flow'],['yz6UY19D81jJYrkve8mGGM'],15,1,False,0.387,0.711,5,-10.913,0,0.2140,0.2601,0.018525,0.261,0.871,120.967,258216,4.0,1995,1995-12-26
KNFzUzDiLvvVbjOqmZ2mpf,Dark Radar,Primal Harmony,M5S6RCb6WtSjswj3e4zXYY,['Vector Fields'],['EuPyTRkJ45MVBnhkrEdJvU'],13,1,True,0.246,0.964,10,-2.439,1,0.0850,0.6433,0.022091,0.269,0.396,105.855,162513,4.0,2008,2008-04-10
z4FqGs8BMJos7TKTgN1nlX,Obsidian Abyss,Cosmic Cello,MamES6SqbRsqG8hMI3f6tn,['The Weekends'],['ZEEFbF0LmNvXbNd2CDR43f'],8,1,True,0.846,0.835,1,-14.450,1,0.3607,0.3162,0.056003,0.346,0.785,98.496,223602,4.0,2001,2001-08-24
5mEHzdJ0JSjKvVxQ8NW01n,Wandering Satellite,Silver Corridor,Tu3FWfwerzQ5EPjWO0y7Ks,['Ethereal Voices'],['cGIidnifa9XbM3HJg8G6CV'],13,1,True,0.832,0.833,7,-3.522,1,0.3068,0.3405,0.087001,0.064,0.778,159.242,245463,4.0,1977,1977-10-26
HOlxU13gWXZVNSVMgKt7S9,Broken Memories,Neon Plastic,CN7utCAyeRKPOoPPTtv2PI,['Black Hole'],['Vsd9CWEdfP0kJrxRpbs7zE'],10,1,False,0.105,0.609,0,-9.930,0,0.1800,0.1684,0.048006,0.109,0.801,165.880,280031,4.0,1985,1985-04-19
8IMvrE3oRxA5IOchyPYRqZ,Midnight Tower,Hidden Radio,4nlINOYgJewfYorbaIWjLo,['Atomic Bloom'],['5vT3J1S9ZUuKmFhLwyxsdV'],6,1,False,0.143,0.455,10,-2.841,0,0.1742,0.7127,0.036277,0.396,0.601,138.746,209426,4.0,2000,2000-11-13
VK5PI0GtWuJY72713R0zF3,Static Shout,Vibrant Beacon,C1WYLTmyDFGGfWHvPlnhHt,['Primal Screamers'],['jOukqvh3wt2QPOt9K5PbL2'],2,1,True,0.252,0.442,1,-10.171,1,0.0444,0.4333,0.052641,0.117,0.455,162.051,172981,4.0,2012,2012-07-16
BakWd77z7CX2hpgtQGnNiP,Astral Signal,Atomic Compass,75kuMvj3WvbGRFLWCSgjSO,['The Midnight'],['W8FwM0I4PP7AHT50UZt6nI'],7,1,True,0.634,0.951,3,-8.810,0,0.2258,0.3918,0.087815,0.103,0.645,163.520,292949,4.0,2011,2011-05-27
5iWZFPd3iwBUPkxagmJlru,Velvet Flute,Quantum Chord,DwmjQ2K3YPj4zyRa17XDau,['Vector Fields'],['vVUbIlN9ga5SHTSbW01F2y'],9,1,True,0.114,0.841,1,-7.468,0,0.0382,0.5621,0.097328,0.165,0.862,145.950,200860,4.0,2015,2015-05-26
aie7jdKlbYDAmnDAyBUdcN,Midnight Memories,Divine Symphony,aodeePlwSKc6PLkj5JGGT2,['Paper Planes'],['3fC0qgdQ1CEcos1YmTqNYF'],1,1,False,0.398,0.988,5,-6.785,1,0.1500,0.6679,0.084421,0.470,0.846,169.468,206046,4.0,2018,2018-03-12
yj7iAx3gCkuBVSNTRcX51Y,Stormy Spirit,Retro Gravity,X4BQ9yWraSah8kfCPpwJ0P,['Comet Tail'],['lOtAyOFzwn36DD4h4e9cKI'],9,1,True,0.418,0.486,1,-6.174,1,0.2470,0.2678,0.007395,0.085,0.253,178.023,249779,4.0,2006,2006-02-16
I7qKkyw2GHzi0l41UpmdUh,Savage Summit,Velvet Circuit,iWpkVnqWu8ekRMiNOweNcd,['Daft Punk'],['6gcbWMC03tUrb0cRUWY8Ez'],9,1,False,0.619,0.889,11,-9.674,0,0.0998,0.5203,0.062400,0.138,0.820,131.100,199578,4.0,1971,1971-08-17
13tVXRcmO6hjvWg6yGM5QB,Crowded Forest,Terminal Space,fzBCY3FxVGzPlWoNGBSxuL,['Wavelength'],['UYRQmmVCx9A8LiAYffoc4X'],7,1,False,0.435,0.562,6,-8.643,1,0.0739,0.4943,0.016150,0.394,0.634,84.229,267812,4.0,1997,1997-06-05
E3fujRUlwdcp1e8KYk7yoI,Faded Anomaly,Elegant Orbit,CdzZOl7IsMLVE2wiotKQgJ,['Velvet Thunder'],['3ndbXkaL2kx0JLlPbclx7x'],10,1,False,0.386,0.477,2,-8.904,0,0.1865,0.5433,0.005969,0.295,0.800,121.149,293604,4.0,2013,2013-01-08
UNl5zU05Ry75j22rbJ4yAr,Modern Chord,Spectral Past,qmD3QGC2dgNMjLrkQGiXLP,['Liquid Gold'],['XMH6fL2pAsbOuzc6zDkLaT'],13,1,True,0.177,0.817,9,-3.049,0,0.1939,0.4030,0.070017,0.285,0.541,165.276,188189,4.0,2009,2009-10-16
I05IEnboHFDUJqOspfy8D8,Divine Sunrises,Atomic Soul,46Nq8TBWSTXWjlJIZaXk3q,['Fluid'],['aPgO2eUFlZJ8NSZWw0xTWh'],15,1,False,0.577,0.790,2,-10.661,1,0.3536,0.4878,0.055849,0.213,0.233,139.059,208643,4.0,1987,1987-04-08
k1Ih1G8VvLJs6fLa0fckd0,Distant Trumpet,Vapor Chasm,WDqVbGn30W4HD4VJZQeqGl,['The Glitch Mob'],['TaJTDtDqrh3fCctyfuUiBf'],14,1,False,0.294,0.806,7,-9.689,1,0.3700,0.0267,0.011647,0.080,0.489,140.578,246236,4.0,1975,1975-01-03
Xw8BocrzHddGufr4xDiosp,Sonic Stars,Fractured Echoes,rO7jj5cjG9fOIRz9OEk1Sf,['Black Hole'],['eJhaWPMMCDkIuRNWBbeo0u'],1,1,True,0.475,0.457,1,-3.945,1,0.3267,0.6909,0.049289,0.305,0.741,175.834,291449,4.0,2010,2010-11-25
yKn7wRwuLApLoy6SaVjWaZ,Chromatic Protocol,Golden Violin,y3okiCFfSEzFJteDlyNaJA,['Binary Solo'],['ZPc9tJfRtbUfMCpbrHnpX5'],14,1,False,0.492,0.834,11,-6.572,1,0.0151,0.2011,0.000888,0.482,0.655,157.495,228222,4.0,1974,1974-05-04
o5rfKdSpi7z0Z6eZVS7Krq,Lost Sunsets,Digital Artifact,1ZCAA8oOOcRGFltgZbnYZK,['Voodoo Logic'],['cCr6cyQTmR2zcA5QWU0xiF'],8,1,True,0.493,0.411,0,-13.826,1,0.2720,0.6254,0.005239,0.075,0.588,154.436,268540,4.0,2008,2008-03-22
6bId3IalVFMNVU1FA0a3o2,Thundering Relic,Remembered Ceiling,VatT9BRf5VFL8Ibj44yORS,['Deep Core'],['rTf1RF2FGYn91xKQaNvpg2'],1,1,False,0.112,0.424,1,-13.607,0,0.4925,0.6288,0.054747,0.219,0.561,87.574,275979,4.0,2003,2003-03-26
chMD2F0iH6x0GJgn4lAIWX,Lunar Town,Echoing Streets,vXynltS9p5o9GpOEVeLTcb,['The Cursed'],['kIMo4X4Y2z5ymprCygFmpT'],11,1,False,0.217,0.783,10,-12.914,0,0.4792,0.2598,0.045598,0.440,0.657,137.091,191258,4.0,2009,2009-05-17
BLz7zFsoiRzOWnR4D2Kt1M,Liquid Canyon,Wandering Nightmare,cTStzVDRINkGUjVKXBmUaI,['Digital Ghosts'],['FzLS1fK20wVSnSw0tCNdSq'],4,1,False,0.829,0.506,4,-7.532,1,0.4272,0.5620,0.052955,0.084,0.436,144.682,250927,4.0,1974,1974-09-18
cYzWkL7DBQ8JFDGZuR7Zz7,Burning Synth,Feral Satellite,F8PvKd5uciSZCAuHN3hUNx,['The Outliers'],['hbUa2b7zgK75DPgJJGzjo9'],10,1,False,0.201,0.780,6,-4.765,1,0.2036,0.2161,0.002789,0.143,0.704,88.843,221985,4.0,2000,2000-10-28
CRsVgpFUy9ANOuR6zSVhtU,Endless Violin,Obsidian Vibes,NwW4gurRR3sIWW7j04q9PD,['Echo Valley'],['3qJ3Goi9G66m8kezB501NX'],15,1,False,0.825,0.844,7,-6.042,1,0.4759,0.7298,0.087524,0.120,0.327,127.916,270542,4.0,2015,2015-04-07
r1Y06Z2S4WtI0ONeIfJyEx,Broken Note,Toxic Canyon,ubLxEm5bLwcrxhQx7ST0lT,['The Glitch Mob'],['O65ekMcyJUadRmPWOiTyZO'],10,1,False,0.579,0.571,10,-11.337,1,0.2645,0.2005,0.068985,0.058,0.587,125.584,243153,4.0,2018,2018-07-14
JxmffDdCZHAu3Zemkss0Bd,Vapor Past,Retro Anchor,0ovxlkTLykGiPvw16VIGOJ,['Ghost Frequency'],['n25YsyW1ZVqUQZCtvAc9tz'],15,1,True,0.871,0.835,5,-4.999,0,0.1548,0.7984,0.001046,0.107,0.291,92.707,250118,4.0,1996,1996-04-15
unynyYxrX0cY9sqWVQhA6O,Bitter Town,Mortal Radio,fhaAqEVRJQEFDCnA1KAdqJ,['Voodoo Logic'],['Ufoz5V99smrSvfeQ6xqKC2'],5,1,True,0.369,0.987,3,-12.544,0,0.3280,0.2237,0.072417,0.225,0.417,177.351,282388,4.0,1995,1995-11-01
SomWmarwcKsno86uEgUy73,Peasant Light,Rusty Flute,nzhjj8VtTxfDSRoJMObE9P,['Retro Wave'],['KFKYwmU1oFyVzhbUY5PDGr'],3,1,False,0.403,0.971,7,-7.963,1,0.4143,0.2133,0.085856,0.240,0.832,109.705,297073,4.0,2021,2021-02-05
O48u7W5ONiQUfpBoQIFEhH,Smooth Empire,Infinite Reality,wrjfmSOD7kGFcNlhj7Q8b3,['Echo Valley'],['xkqL35XiKTX18KUUXbCnoo'],11,1,False,0.626,0.469,7,-12.010,1,0.3737,0.6662,0.018538,0.496,0.648,106.935,184811,4.0,1978,1978-03-09
Xbp3A2owqvUKm9EiNAcMrs,Stormy Road,Echoing Canyon,Led1krFrCkQ2lY4aUsVzDF,['The Midnight'],['6RyUZaqPQ931BnrOc3823u'],14,1,False,0.779,0.438,6,-10.738,0,0.0323,0.0190,0.007850,0.487,0.333,116.272,237995,4.0,1989,1989-07-28
Kw5wyBx13T5VU1PSAYZif5,Blessed Monolith,Primal Song,oKSJOyqUdAQg4MrzOvTROx,['The Void Walkers'],['SnQaLxI025JUOhQCB3MajR'],15,1,False,0.789,0.858,3,-2.680,0,0.4326,0.5000,0.012506,0.055,0.792,121.831,196389,4.0,1979,1979-02-09
wze63ygkNaJmtlbacMiEXP,Parallel Violin,Radiant Horn,BdP7kSMJsHIUNJS14obNYS,['Galactic Groove'],['791hWjv186fWENwagoryGC'],7,1,False,0.388,0.702,1,-5.625,0,0.4328,0.1405,0.016252,0.391,0.800,135.893,160741,4.0,1977,1977-12-12
iUDMH3IVFYCRsfCWiPItck,Unholy Satellite,Cold Signal,XX6DZXW7CCaOYpRrKeNX5E,['The Void Walkers'],['AFktf0kHkFmpRMKxTVA1ti'],11,1,True,0.716,0.548,8,-6.160,0,0.1966,0.1225,0.070481,0.340,0.427,138.601,294203,4.0,1993,1993-11-19
IhzjC9j3qXLNgIEKIL7XCm,Obscure Vibes,Shattered Chain,Q2AZalTxnlcmTpwCqmjC7O,['The Seers'],['SMiihpFsadsiDSTgNGQz2r'],4,1,False,0.334,0.715,3,-8.122,0,0.3727,0.3752,0.093448,0.420,0.711,177.484,277200,4.0,2000,2000-02-15
vLdIb3Icu4YvfFgS3ofBda,Obscure City,Blind City,yGlcQZ7LW3g9LGBbs3eQzJ,['Sacred Geometry'],['dfkgRPp30oJjQjGX2mYhvs'],2,1,False,0.399,0.786,3,-5.156,0,0.1273,0.1306,0.094439,0.472,0.794,112.596,187053,4.0,1993,1993-08-10
BT0DDZu9PpBseJwqQJfAQ8,Blind Canyon,Hidden Temple,KuRUPWya1920KFZFMy4Yoh,['Velvet Thunder'],['riVG1AORGiKiDhC9HEIHEc'],2,1,False,0.249,0.445,5,-11.316,0,0.2245,0.3516,0.010375,0.373,0.489,108.844,239393,4.0,1978,1978-10-10
eJutXCBjmgScX9SvazAm1d,Rusty Note,Faded Enigma,yBWbb6Wir8zj1WtADgofGM,['DJ Apollo'],['miFKhP7i23rWcQd88SE7AD'],6,1,True,0.283,0.449,9,-3.786,0,0.2280,0.3493,0.018469,0.344,0.558,129.380,215180,4.0,1984,1984-12-12
KGIQiWWsj5u7qdIFbmNEYr,Fading Sunsets,Toxic River,bgQbp0VUAnkSBQyfHhlBnb,['Golden Era'],['m3oLpBaN092OkpODJW01yA'],8,1,False,0.620,0.419,5,-10.819,0,0.0354,0.1074,0.083663,0.111,0.648,109.093,293787,4.0,1996,1996-04-16
QtahNZgMj5GWks5ZFE7d83,Crowded Roof,Forgotten Roof,rEWQK7zoUNf223ZiPGlfnV,['The Shattered'],['Ys3l4ANDBCRgalnZZFuFHw'],11,1,False,0.440,0.884,11,-13.289,0,0.2743,0.5826,0.030637,0.425,0.314,149.596,209053,4.0,1975,1975-03-23
6fEfu8s928yen416uqwdkW,Light Fantasy,Whispering Ceiling,OlRKzYhrFnWRQOZHXbPWDB,['The Algorithm'],['YDHQ3D1miPX9hWiOLv9pNY'],2,1,False,0.864,0.964,7,-4.222,0,0.1345,0.0178,0.095397,0.114,0.894,89.028,285833,4.0,2002,2002-05-26
jLg4FnraL4SAmwN1cilULw,Infinite Synth,Royal Silence,Q998fjNI04ce6pSxPnzpwm,['Lunar Tides'],['mJlO1UsKPHTYP6FlPFpzsu'],4,1,False,0.424,0.704,4,-3.592,1,0.0690,0.6333,0.076903,0.434,0.825,128.299,158767,4.0,1985,1985-07-12
CyOZCCY46KMvVRkWTJGlbN,Crimson Streets,Rising Echoes,3OKgbYmJBwFYURi2TmNphq,['The Soundscapes'],['HQMihbTJwXhGDGmxXvrnTL'],13,1,True,0.717,0.638,0,-3.707,1,0.2413,0.1599,0.091916,0.313,0.649,94.772,257967,4.0,1991,1991-04-28
rNVOIMBkgOt22njVOECN6c,Forgotten Lake,Atomic Illusion,1XSzurbVPQqsp7DyptMgtM,['Crystal Castles'],['Taqro2CvcES5DLumoIBfA0'],5,1,True,0.442,0.954,7,-8.855,0,0.2585,0.0125,0.090968,0.476,0.607,112.625,297693,4.0,2013,2013-12-18
83qxL1cU1Kpyr4H49ulnMG,Weeping Plastic,Crowded Machine,FpxcvsP4wW8mTRo3vnNllE,['The Pulsars'],['n0Iut2hDIw2FWy5u01Q6lr'],7,1,True,0.125,0.966,3,-7.854,1,0.2088,0.6540,0.027710,0.177,0.429,159.290,211859,4.0,1975,1975-07-03
5Hq6GGA27gZz6sEGxfCyN0,Deaf Memories,Volatile Guitar,s6Vx6x6IuAYiEoxOo45M2B,['Future Sound'],['EEP9uZ7HZxL5uP0zis9EbN'],6,1,True,0.656,0.573,1,-12.926,0,0.0911,0.5183,0.052520,0.143,0.728,170.947,251711,4.0,1998,1998-08-27
hTRPMYdvtdTdQ3NbeJzVcU,Ancient Beat,Smooth Wall,CU4AscTL3AnUX7182ukVVA,['Marble Statues'],['WrkAAjdmBpEFz7sRQvZDN5'],9,1,True,0.652,0.889,10,-14.223,0,0.2182,0.4870,0.001228,0.365,0.319,99.025,153750,4.0,1977,1977-10-05
nlIDerP0uhM62b1pI37rra,Resonant Orbit,Wild Future,ZMg22ZiwQTfifKY4KSleWl,['The Cursed'],['EWbWZgNRGwnuxoSfks9PZo'],7,1,False,0.331,0.531,0,-14.665,1,0.1584,0.2114,0.059627,0.480,0.604,135.075,224083,4.0,2017,2017-03-25
6BEq2NDZ9vexw7XY7qQfko,Mystic Harmony,Gilded Serum,lIWF7AXrld0zT2LhbScDQW,['The Last Byte'],['Jv3QlT6TGpjm4pwcgfDeeh'],12,1,True,0.124,0.724,2,-13.926,1,0.3296,0.2210,0.082487,0.356,0.414,124.967,299328,4.0,1984,1984-11-15
Prh3WsiAZP8tdWp5KGq1h0,Secret Puddle,Gentle Hearts,TcFKnIukNKb2L5u3ESQKL4,['Night Crawler'],['qB9APy96ychBuUTmDo4mqQ'],13,1,True,0.880,0.779,6,-8.412,1,0.1433,0.4194,0.070870,0.231,0.462,177.453,196848,4.0,1982,1982-03-05
KajXPoKFEAyhG9ZegVqLZC,Infinite Sea,Urban Space,OYhXWkNdhfDQDcEVqQfm6t,['Cybernetic'],['wfVa9LtiXHGCoku9NbpZz0'],6,1,False,0.697,0.908,7,-13.129,0,0.0709,0.7250,0.039044,0.228,0.733,82.393,191627,4.0,1978,1978-01-13
AOLVxA2wAC8b9lhvRgZn8p,Peasant Village,Crowded Symphony,ItxTBMtdX1zsUw0Xq8jzjs,['Lucid Dreamers'],['iQm94LvC9D36fEQWrvXqo1'],10,1,True,0.550,0.892,9,-13.780,0,0.1406,0.3290,0.095014,0.230,0.472,142.141,214224,4.0,2019,2019-07-17
codRk8GW70IeXDr3sxHxnb,Burning Paradox,Bitter Forest,6zrOJJmiOMW1nE71kD03rX,['Quantum Leap'],['Ggb6es3PT8OJWiaGQzcuyO'],9,1,False,0.310,0.841,0,-11.259,0,0.4971,0.4526,0.032463,0.439,0.780,121.783,173755,4.0,1979,1979-05-19
uh8IgiBd4KjSB0p46kDsGQ,Monochrome Forest,Primal Void,Hbf5P2HUuA90QogbRltAB5,['Analog Dreams'],['809CjK2xiJYMMvOcPGmZEA'],11,1,True,0.855,0.865,2,-5.003,0,0.2197,0.0956,0.098112,0.125,0.899,84.195,179482,4.0,2021,2021-09-04
uWWJlGqzPDs9zUmtHRt3E5,Distant Glass,Drifting Orbit,XKKz8syGkskF9VT0VqBLz9,['Silver Keys'],['qk07BuANzghJfp9b3sRo5Z'],12,1,False,0.574,0.884,4,-4.546,1,0.4603,0.6390,0.006723,0.446,0.303,162.737,251925,4.0,1980,1980-07-15
68770Yt57DcexzL5J81Mw5,Living Tune,Gilded Circuit,XeH6M9NLgRTlWSKQXPd72Y,['Neon Samurai'],['4LcMTdgQgD2xIO4dhj4BUa'],9,1,True,0.401,0.727,1,-2.368,0,0.0272,0.1618,0.017606,0.172,0.302,123.426,229380,4.0,2013,2013-09-25
p2PVlReD1F20LCZXOfqxPQ,Laughing Signal,Deaf Enigma,vljKlDlizYiM3RnhfmwfkG,['Abstract Art'],['pInDxbAN256lNry8XvhEHk'],1,1,True,0.268,0.542,7,-12.674,1,0.3804,0.1946,0.079645,0.098,0.456,158.429,250566,4.0,1986,1986-10-10
6kfcdMqu4TyUmnrfMRQDpN,Ethereal Window,Mechanical Streets,1pRBqaQd6VLl7z5vt8Oqc8,['Analog Dreams'],['bRovtC8gX7VyGMYhzfAIOH'],6,1,False,0.199,0.466,3,-13.956,0,0.1414,0.4731,0.095300,0.467,0.829,147.897,293491,4.0,1970,1970-12-21
zfewIoEh3U7BdhhcrKATld,Boiling Wood,Silent Reality,yMC6VsjapiFReYDqDEKKPx,['Event Horizon'],['17XsPhMBIIVUMyN5YCnmeP'],11,1,False,0.867,0.465,2,-3.923,1,0.4361,0.0014,0.060014,0.448,0.295,159.366,201918,4.0,2002,2002-02-22
Zph5zUrds9T6eXcR04FZ4u,Synthetic Serum,Deaf Fire,Xlsgi7GAjnxQtxsiais1mU,['The Pulsars'],['YPwZR96V1dGsJxzX5gL34C'],10,1,True,0.551,0.766,4,-7.629,0,0.1001,0.3709,0.024138,0.484,0.468,154.905,248911,4.0,1972,1972-03-25
v791oS4se2nWaRH8rUFebq,Deaf Planet,Analog Tower,srac9ubHYUPhVB7X1lZnH8,['Melodic'],['EWG50ThbKZRuCYmlqKFDzl'],14,1,True,0.528,0.940,2,-4.536,0,0.3186,0.3801,0.055873,0.400,0.452,114.489,250178,4.0,1972,1972-01-28
9cbxvq8uZUzopmeyraITki,Screaming Radio,Crowded Comet,3QmEOSpEGyrptme1eDVb1I,['Plasma Burn'],['OdEFBXiwFlK1yjSlvghmWa'],5,1,False,0.357,0.545,2,-4.535,1,0.2003,0.7723,0.049476,0.380,0.321,101.427,224792,4.0,2006,2006-07-22
3mVzRCjxmE7NNQR7lnEiOa,Sharp Talon,Remembered Soul,oUcqpOAA8CubBLnsGZ4LuR,['Quantum Leap'],['mLXX7lDTJ1yvplKyvQAo2J'],13,1,True,0.430,0.975,9,-4.989,0,0.4682,0.7216,0.051389,0.367,0.494,176.997,246183,4.0,1996,1996-10-12
rSxks7WsQeia03ofIR9pc6,Public Comet,Solitary Past,VXGdkSgsQXING8Tm1rQhRO,['Eclipse'],['kD40dBqFHJkXuSybKO6cjM'],12,1,True,0.543,0.856,1,-13.504,0,0.1902,0.3570,0.096825,0.417,0.627,104.691,197892,4.0,1979,1979-12-04
ini09pbrBM1I63qXVkg8en,Digital Temple,Angry Artifact,Ojlt506u7mgqlpdMeogg5m,['Solar Winds'],['hvHAdvIHge0RV3PcvVMbJ7'],12,1,False,0.648,0.593,8,-7.748,0,0.2028,0.2114,0.035793,0.349,0.504,153.320,159919,4.0,1981,1981-10-06
ZVaT0u2J2RDTTvbAjSZPZ9,Cosmic Vortex,Sharp Chord,haxFGRkOPJtzkrun8uCLLf,['Electric Dreams'],['GwqxNPLwW2UTFltz7IH0G1'],8,1,False,0.778,0.824,1,-8.977,0,0.2865,0.7168,0.078648,0.333,0.726,91.482,279430,4.0,2021,2021-05-16
kj2pzJpFIcN5ZN2pjeMz7o,Heavy Note,Remembered Ceiling,cxb7JQ67SpqUeolS344R7c,['Vector Fields'],['m7RVlnUsZ4pAB7aGE133Th'],1,1,True,0.705,0.508,4,-3.844,0,0.4525,0.3388,0.071218,0.080,0.820,162.529,161688,4.0,2012,2012-04-23
xFWCGZFkE4xMyEUGYGK1Rt,Calm Chord,Primal River,DOxGx47cK4rqE8PRqbVnxS,['Retro Wave'],['zRiXf0W7tjVryQv52D7u3M'],9,1,False,0.606,0.612,2,-10.909,0,0.2917,0.4620,0.060250,0.428,0.561,131.587,226663,4.0,2003,2003-08-02
10J1DRtGlreWfgnGbUoxtr,Ethereal Lake,Muted Avenue,xGS4XjdezcfHdqiV7RMlx2,['Paper Planes'],['PjI0D5y5wtLNys6ZX3BAKo'],11,1,False,0.471,0.964,10,-8.924,0,0.0504,0.2371,0.057561,0.446,0.461,84.546,227400,4.0,2012,2012-02-10
WNX3OiBjVAhmF7Q4S4HU1S,Blinding Metal,Volatile Chasm,l2b4ydkFaGa7IzoRgHbL1r,['Retro Wave'],['QStsW8MXa6YBAUnsiN6GSO'],15,1,True,0.493,0.433,1,-6.813,1,0.1732,0.6423,0.014898,0.254,0.850,176.528,252330,4.0,2001,2001-12-04
xnuf8zwZN9nB1HbEmrrjzL,Aetheric Chasm,Rough Silence,8GA552Y55Wtx9zw3YIBMTC,['Floating Points'],['d2ONuD6rZE5hIAjqEoK5kU'],7,1,False,0.684,0.704,7,-10.487,1,0.3406,0.3596,0.064280,0.489,0.691,137.498,289948,4.0,1994,1994-04-11
